mindate,maxdate,name,datacoverage,id
1975-08-03,2014-01-01,"Ithaca, NY US",0.0112,CITY:US360012
1984-01-01,2014-01-01,"Jamestown, NY US",0.0117,CITY:US360013
1971-05-03,2014-01-01,"Kingston, NY US",0.0264,CITY:US360014
1971-05-01,2014-01-01,"Levittown, NY US",0.0115,CITY:US360015
1971-05-01,1992-06-15,"Massena, NY US",0.0069,CITY:US360016
1971-05-02,2004-04-01,"Middletown, NY US",0.0063,CITY:US360017
1970-10-03,2014-01-01,"New City, NY US",0.023,CITY:US360018
1971-05-03,2014-01-01,"New York, NY US",0.0267,CITY:US360019
1971-05-02,2014-01-01,"Oneonta, NY US",0.0113,CITY:US360022
1984-01-01,2014-01-01,"Oswego, NY US",0.0125,CITY:US360023
1971-05-03,2014-01-01,"Poughkeepsie, NY US",0.0264,CITY:US360025
1984-01-01,2014-01-01,"Saratoga Springs, NY US",0.0092,CITY:US360027
1984-01-01,2007-11-01,"Utica, NY US",0.0204,CITY:US360029
1971-05-02,2014-01-01,"Watertown, NY US",0.0108,CITY:US360030
1971-05-03,2000-11-01,"Yonkers, NY US",0.023,CITY:US360031
1971-05-06,2014-01-01,"Burlington, NC US",0.009,CITY:US370004
1971-05-02,2014-01-01,"Charlotte, NC US",0.0098,CITY:US370005
1971-05-02,2012-11-01,"Elizabeth City, NC US",0.0178,CITY:US370007
1970-11-17,2014-01-01,"Fayetteville, NC US",0.0105,CITY:US370008
1970-11-17,2014-01-01,"Fort Bragg, NC US",0.0105,CITY:US370009
1971-05-13,2014-01-01,"Greenville, NC US",0.0088,CITY:US370012
1983-10-01,2001-01-01,"Hendersonville, NC US",0.0113,CITY:US370013
1983-02-01,1990-01-10,"Jacksonville, NC US",0.0048,CITY:US370015
1984-01-01,2014-01-01,"Raleigh, NC US",0.0066,CITY:US370017
1971-08-01,2014-01-01,"Roanoke Rapids, NC US",0.0096,CITY:US370018
1978-02-01,2014-01-01,"Statesville, NC US",0.0098,CITY:US370021
1971-05-02,2014-01-01,"Winston-Salem, NC US",0.0105,CITY:US370023
1980-04-07,2014-01-01,"Bismarck, ND US",0.0094,CITY:US380001
1977-06-04,2014-01-01,"Dickinson, ND US",0.0059,CITY:US380002
1970-08-21,2014-01-01,"Grand Forks, ND US",0.0058,CITY:US380004
1978-06-07,2014-01-01,"Jamestown, ND US",0.0067,CITY:US380005
1971-05-01,2014-01-01,"Minot, ND US",0.0067,CITY:US380006
1984-01-01,2014-01-01,"Akron, OH US",0.011,CITY:US390001
1971-05-03,2014-01-01,"Ashland, OH US",0.0083,CITY:US390002
1984-01-01,2014-01-01,"Ashtabula, OH US",0.0071,CITY:US390003
1976-10-01,2014-01-01,"Athens, OH US",0.01,CITY:US390004
1984-01-01,2014-01-01,"Bowling Green, OH US",0.0078,CITY:US390005
1971-05-02,2014-01-01,"Cambridge, OH US",0.0067,CITY:US390006
1984-01-01,2014-01-01,"Canton, OH US",0.0074,CITY:US390007
1971-05-02,2009-01-01,"Chillicothe, OH US",0.0086,CITY:US390008
1984-01-01,2014-01-01,"Cincinnati, OH US",0.0097,CITY:US390009
1984-01-01,2014-01-01,"Cleveland, OH US",0.0047,CITY:US390010
1971-07-01,2003-09-01,"Dayton, OH US",0.0292,CITY:US390012
1982-07-02,2014-01-01,"Defiance, OH US",0.0101,CITY:US390013
1988-04-01,2014-01-01,"Delaware, OH US",0.0089,CITY:US390014
1971-05-02,2014-01-01,"Lima, OH US",0.0113,CITY:US390015
1971-05-02,2014-01-01,"Mansfield, OH US",0.0102,CITY:US390016
1971-05-02,2014-01-01,"Marion, OH US",0.0089,CITY:US390017
1984-01-01,2014-01-01,"Mentor, OH US",0.0047,CITY:US390018
1971-05-02,2014-01-01,"New Philadelphia, OH US",0.0085,CITY:US390019
1971-05-02,2014-01-01,"Newark, OH US",0.0082,CITY:US390020
1975-10-01,2014-01-01,"Portsmouth, OH US",0.0069,CITY:US390021
1971-05-05,2014-01-01,"Salem, OH US",0.008,CITY:US390022
1971-09-15,1997-08-31,"Sandusky, OH US",0.0072,CITY:US390023
1984-01-01,2014-01-01,"Steubenville, OH US",0.0063,CITY:US390024
1971-05-02,2014-01-01,"Urbana, OH US",0.0074,CITY:US390026
1971-05-02,2014-01-01,"Wooster, OH US",0.0091,CITY:US390027
1973-09-05,2014-01-01,"Zanesville, OH US",0.0067,CITY:US390029
1971-05-09,2014-01-01,"Ada, OK US",0.009,CITY:US400001
1970-11-13,2011-09-22,"Altus, OK US",0.0065,CITY:US400002
1971-05-04,2014-01-01,"Ardmore, OK US",0.0069,CITY:US400003
1979-07-04,1997-05-01,"Bartlesville, OK US",0.008,CITY:US400004
1971-05-04,2014-01-01,"Chickasha, OK US",0.007,CITY:US400005
1971-05-03,2012-04-01,"Elk City, OK US",0.0074,CITY:US400007
1978-06-02,2014-01-01,"Guymon, OK US",0.0044,CITY:US400009
1980-05-01,2006-11-30,"McAlester, OK US",0.0063,CITY:US400011
1980-09-01,2014-01-01,"Muskogee, OK US",0.0083,CITY:US400012
1971-05-04,2014-01-01,"Oklahoma City, OK US",0.0083,CITY:US400013
1978-06-01,2009-07-15,"Ponca City, OK US",0.0087,CITY:US400015
1972-12-11,2010-04-23,"Stillwater, OK US",0.008,CITY:US400017
1981-03-03,2001-04-01,"Tahlequah, OK US",0.0072,CITY:US400018
1984-01-01,2012-04-01,"Woodward, OK US",0.0061,CITY:US400020
1970-11-04,2014-01-01,"Bend, OR US",0.004,CITY:US410001
1977-12-01,2013-01-01,"Coos Bay, OR US",0.0183,CITY:US410003
1979-01-09,2014-01-01,"Eugene, OR US",0.0654,CITY:US410005
1971-05-03,2014-01-01,"Grants Pass, OR US",0.0154,CITY:US410006
1971-05-07,2014-01-01,"Hillsboro, OR US",0.0143,CITY:US410008
1971-05-08,2014-01-01,"La Grande, OR US",0.0097,CITY:US410010
1984-01-01,2014-01-01,"Medford, OR US",0.0067,CITY:US410011
1984-01-01,2012-01-01,"Ontario, OR US",0.0038,CITY:US410012
1978-03-01,2013-02-01,"Pendleton, OR US",0.0088,CITY:US410013
1971-05-04,2013-05-29,"Portland, OR US",0.0522,CITY:US410014
1971-05-05,2014-01-01,"Salem, OR US",0.0133,CITY:US410016
1971-05-07,2014-01-01,"St. Helens, OR US",0.0142,CITY:US410017
1971-05-02,2012-01-01,"Allentown, PA US",0.0104,CITY:US420001
1973-09-01,2014-01-01,"Altoona, PA US",0.0083,CITY:US420002
1972-06-01,2014-01-01,"Bloomsburg, PA US",0.0082,CITY:US420004
1971-09-11,2013-11-01,"Chambersburg, PA US",0.011,CITY:US420005
1979-10-01,2014-01-01,"Hanover, PA US",0.0108,CITY:US420008
2007-10-01,2013-11-01,"Harrisburg, PA US",0.0119,CITY:US420009
1971-05-02,2012-03-31,"Hazleton, PA US",0.0135,CITY:US420010
1972-04-01,2014-01-01,"Johnstown, PA US",0.012,CITY:US420011
1981-01-06,2014-01-01,"Lancaster, PA US",0.0105,CITY:US420012
1971-04-07,2014-01-01,"Lebanon, PA US",0.0113,CITY:US420013
1971-05-05,1999-07-27,"Meadville, PA US",0.0098,CITY:US420014
1971-05-06,2014-01-01,"Philadelphia, PA US",0.032,CITY:US420015
1984-01-01,2014-01-01,"Pittsburgh, PA US",0.0111,CITY:US420016
1973-02-02,2014-01-01,"Reading, PA US",0.0148,CITY:US420017
1984-01-01,2009-12-01,"Scranton, PA US",0.25,CITY:US420018
1979-10-02,2003-10-01,"St. Marys, PA US",0.0173,CITY:US420019
1975-06-01,2014-01-01,"State College, PA US",0.0098,CITY:US420020
1971-11-01,2014-01-01,"Uniontown, PA US",0.01,CITY:US420021
1979-10-01,2014-01-01,"Wilkes-Barre, PA US",0.25,CITY:US420022
1984-01-01,1986-07-01,"Williamsport, PA US",0.0028,CITY:US420023
1979-09-03,2007-03-31,"York, PA US",0.0071,CITY:US420024
1971-05-02,2003-08-01,"Newport, RI US",0.0081,CITY:US440001
1979-02-01,2014-01-01,"Clemson, SC US",0.0122,CITY:US450002
1971-05-08,2013-05-23,"Greenville, SC US",0.0108,CITY:US450005
1971-05-02,2003-12-01,"Greenwood, SC US",0.0097,CITY:US450006
1971-05-13,2014-01-01,"Orangeburg, SC US",0.0087,CITY:US450009
1971-05-17,2014-01-01,"Brookings, SD US",0.0064,CITY:US460002
1974-05-02,2014-01-01,"Pierre, SD US",0.0065,CITY:US460005
1978-06-01,2014-01-01,"Rapid City, SD US",0.0109,CITY:US460006
1974-02-01,2014-01-01,"Sioux Falls, SD US",0.0078,CITY:US460007
1984-01-01,1997-05-01,"Watertown, SD US",0.0194,CITY:US460008
1984-01-01,2014-01-01,"Yankton, SD US",0.0079,CITY:US460009
1979-11-09,2014-01-01,"Chattanooga, TN US",0.0119,CITY:US470002
1995-04-05,2014-01-01,"Clarksville, TN US",0.0108,CITY:US470003
1971-05-02,2014-01-01,"Cookeville, TN US",0.0164,CITY:US470005
1975-07-05,2014-01-01,"Dyersburg, TN US",0.0094,CITY:US470006
1971-10-04,2014-01-01,"Jackson, TN US",0.0174,CITY:US470007
1982-09-01,2014-01-01,"Johnson City, TN US",0.0122,CITY:US470008
1971-05-02,2014-01-01,"Lebanon, TN US",0.016,CITY:US470011
1971-05-02,2014-01-01,"McMinnville, TN US",0.0106,CITY:US470012
1971-05-01,2014-01-01,"Memphis, TN US",0.0176,CITY:US470013
1971-05-05,2014-01-01,"Morristown, TN US",0.0136,CITY:US470014
1971-05-05,2014-01-01,"Murfreesboro, TN US",0.0124,CITY:US470015
1971-05-02,2014-01-01,"Nashville, TN US",0.022,CITY:US470016
1971-05-02,2014-01-01,"Union City, TN US",0.017,CITY:US470017
1998-08-01,2014-01-01,"Abilene, TX US",0.0053,CITY:US480001
1971-05-05,2014-01-01,"Arlington, TX US",0.0072,CITY:US480003
1996-04-01,1997-12-01,"Austin, TX US",0.0074,CITY:US480005
1977-12-13,2014-01-01,"Bay City, TX US",0.0066,CITY:US480006
1976-10-01,2014-01-01,"Beeville, TX US",0.0107,CITY:US480008
1974-08-01,1994-05-01,"Brenham, TX US",0.0077,CITY:US480009
1979-09-03,1984-04-01,"Bryan, TX US",0.0073,CITY:US480011
1978-04-09,2014-01-01,"Conroe, TX US",0.0082,CITY:US480013
1975-07-25,2014-01-01,"Corsicana, TX US",0.0076,CITY:US480015
1975-07-02,2001-05-01,"Dallas, TX US",0.007,CITY:US480016
1984-01-01,2014-01-01,"Del Rio, TX US",0.0077,CITY:US480017
1972-10-01,2014-01-01,"Denton, TX US",0.0086,CITY:US480018
1977-06-01,2014-01-01,"Eagle Pass, TX US",0.004,CITY:US480019
2002-03-01,2014-01-01,"El Paso, TX US",0.0034,CITY:US480021
1978-10-25,2008-03-01,"Fort Hood, TX US",0.0132,CITY:US480022
1971-05-05,2014-01-01,"Fort Worth, TX US",0.0102,CITY:US480023
1977-10-01,2014-01-01,"Gainesville, TX US",0.0069,CITY:US480025
1996-04-01,2000-07-25,"Galveston, TX US",0.0067,CITY:US480026
1977-10-02,2008-03-01,"Gatesville, TX US",0.0132,CITY:US480027
1995-05-01,2014-01-01,"Greenville, TX US",0.0076,CITY:US480028
1984-01-01,2014-01-01,"Houston, TX US",0.025,CITY:US480031
1971-05-05,2014-01-01,"Irving, TX US",0.0072,CITY:US480033
1984-01-01,2014-01-01,"Jacksonville, TX US",0.0137,CITY:US480034
1984-01-01,2010-07-01,"Katy, TX US",0.025,CITY:US480035
1990-07-01,1996-01-11,"Kerrville, TX US",0.0073,CITY:US480036
1978-10-25,2014-01-01,"Killeen, TX US",0.0179,CITY:US480037
1978-09-01,2014-01-01,"Longview, TX US",0.0175,CITY:US480041
1971-09-17,2014-01-01,"Lubbock, TX US",0.0048,CITY:US480042
2005-03-01,2006-06-01,"McAllen, TX US",0.0035,CITY:US480044
1971-05-05,2014-01-01,"Mineral Wells, TX US",0.0057,CITY:US480046
1971-05-09,2014-01-01,"Mount Pleasant, TX US",0.01,CITY:US480047
1974-01-01,2014-01-01,"Nacogdoches, TX US",0.0068,CITY:US480048
1975-07-01,2014-01-01,"New Braunfels, TX US",0.0132,CITY:US480049
1984-01-01,2014-01-01,"Palestine, TX US",0.0071,CITY:US480051
1971-05-05,2004-01-16,"Paris, TX US",0.0178,CITY:US480052
1971-05-09,2014-01-01,"Plano, TX US",0.012,CITY:US480053
1984-01-01,2014-01-01,"Round Rock, TX US",0.008,CITY:US480056
1975-07-01,2014-01-01,"San Antonio, TX US",0.0162,CITY:US480057
1984-01-01,2014-01-01,"San Marcos, TX US",0.0112,CITY:US480058
1984-01-01,1997-07-01,"Sherman, TX US",0.0104,CITY:US480059
1978-03-06,2014-01-01,"Stephenville, TX US",0.0059,CITY:US480060
1978-04-09,2014-01-01,"Sulphur Springs, TX US",0.0067,CITY:US480061
1973-09-03,2014-01-01,"Texarkana, TX US",0.0103,CITY:US480062
1978-04-09,2014-01-01,"The Woodlands, TX US",0.0082,CITY:US480063
1974-03-11,2014-01-01,"Tyler, TX US",0.0072,CITY:US480064
1998-12-01,2004-06-01,"Victoria, TX US",0.0054,CITY:US480067
1984-01-01,2014-01-01,"Waco, TX US",0.0115,CITY:US480068
1975-07-25,2014-01-01,"Waxahachie, TX US",0.008,CITY:US480069
1984-01-01,2014-01-01,"Brigham City, UT US",0.0098,CITY:US490001
1972-06-04,2014-01-01,"Cedar City, UT US",0.0053,CITY:US490002
1971-05-05,2014-01-01,"Logan, UT US",0.0098,CITY:US490003
1971-05-06,2014-01-01,"Ogden, UT US",0.0073,CITY:US490004
1971-05-04,2014-01-01,"Provo, UT US",0.0136,CITY:US490005
1971-05-06,2014-01-01,"Salt Lake City, UT US",0.0084,CITY:US490006
1971-05-05,2013-05-01,"St. George, UT US",0.0038,CITY:US490007
1971-05-01,2014-01-01,"Montpelier, VT US",0.0117,CITY:US500002
1982-07-01,2002-12-01,"Rutland, VT US",0.0123,CITY:US500003
1984-01-01,1996-03-01,"Alexandria, VA US",0.0237,CITY:US510001
1971-05-07,2014-01-01,"Arlington, VA US",0.0237,CITY:US510002
2003-04-01,2014-01-01,"Blacksburg, VA US",0.0097,CITY:US510003
1971-06-01,1992-03-01,"Charlottesville, VA US",0.0108,CITY:US510005
1971-05-02,1992-11-10,"Fredericksburg, VA US",0.0098,CITY:US510008
1971-05-01,2009-02-01,"Harrisonburg, VA US",0.0084,CITY:US510010
1971-02-03,2014-01-01,"Aberdeen, WA US",0.0199,CITY:US530001
1972-06-08,2014-01-01,"Anacortes, WA US",0.0115,CITY:US530002
1974-07-01,2009-12-01,"Bellevue, WA US",0.0133,CITY:US530003
1971-05-12,2014-01-01,"Centralia, WA US",0.0138,CITY:US530006
1971-05-12,2014-01-01,"Ellensburg, WA US",0.0062,CITY:US530007
1976-02-24,2014-01-01,"Everett, WA US",0.0121,CITY:US530008
1978-03-07,2010-01-01,"Federal Way, WA US",0.0096,CITY:US530009
1980-09-13,2014-01-01,"Kennewick, WA US",0.0062,CITY:US530010
1972-06-08,2014-01-01,"Mount Vernon, WA US",0.0115,CITY:US530012
1979-07-01,2008-10-01,"Port Angeles, WA US",0.0052,CITY:US530015
1972-07-09,2014-01-01,"Pullman, WA US",0.0079,CITY:US530016
1974-07-01,2009-12-01,"Redmond, WA US",0.0133,CITY:US530017
1971-05-04,2014-01-01,"Seattle, WA US",0.02,CITY:US530018
1996-08-01,2005-11-01,"Spokane, WA US",0.0001,CITY:US530019
1981-02-13,2014-01-01,"Sunnyside, WA US",0.0049,CITY:US530020
1978-03-07,2010-01-01,"Tacoma, WA US",0.0096,CITY:US530021
1971-05-04,2014-01-01,"Vancouver, WA US",0.0522,CITY:US530022
1971-04-01,2014-01-01,"Walla Walla, WA US",0.0069,CITY:US530023
1998-04-01,2006-06-01,"Yakima, WA US",0.0,CITY:US530025
1974-03-29,2014-01-01,"Beckley, WV US",0.0123,CITY:US540001
1996-08-01,2014-01-01,"Charleston, WV US",0.0103,CITY:US540003
1971-05-01,2014-01-01,"Fairmont, WV US",0.0111,CITY:US540004
1971-05-02,1998-08-01,"Huntington, WV US",0.0074,CITY:US540005
1972-04-01,1998-09-01,"Martinsburg, WV US",0.0078,CITY:US540006
1979-10-01,2014-01-01,"Morgantown, WV US",0.01,CITY:US540007
1980-03-05,2014-01-01,"Wheeling, WV US",0.0075,CITY:US540009
1971-05-04,2014-01-01,"Eau Claire, WI US",0.0068,CITY:US550001
1984-01-01,2014-01-01,"Janesville, WI US",0.0183,CITY:US550003
1984-01-01,2014-01-01,"La Crosse, WI US",0.0102,CITY:US550005
1984-01-01,2014-01-01,"Madison, WI US",0.0096,CITY:US550006
1979-07-03,2014-01-01,"Marinette, WI US",0.0093,CITY:US550008
1984-01-01,2014-01-01,"Milwaukee, WI US",0.0117,CITY:US550009
1975-07-01,2014-01-01,"Wausau, WI US",0.0113,CITY:US550014
2003-04-01,2012-11-01,"Cheyenne, WY US",0.0046,CITY:US560002
1974-01-05,2013-05-29,"Evanston, WY US",0.0043,CITY:US560003
1971-04-03,2014-01-01,"Laramie, WY US",0.0039,CITY:US560005
1971-05-05,2014-01-01,"Rock Springs, WY US",0.0033,CITY:US560006
1995-06-19,2014-01-01,"Sheridan, WY US",0.0078,CITY:US560007
